Code_commune_INSEE;Nom_commune;Code_postal;Prefix_codpos;Libelle_acheminement;Libelle_acheminement_len;Ligne_5;coordonnees_gps
16213;MAZEROLLES;16310;16;MAZEROLLES;10;;45.7776101174, 0.580262251026
16215;MEDILLAC;16210;16;MEDILLAC;8;;45.2719672367, 0.0511310562847
16223;MONTBRON;16220;16;MONTBRON;8;;45.6792233734, 0.507971273327
16227;MONTIGNAC LE COQ;16390;16;MONTIGNAC LE COQ;16;;45.3007895174, 0.19770289463
16232;MORNAC;16600;16;MORNAC;6;;45.6754215966, 0.266312411242
16233;MOSNAC;16120;16;MOSNAC;6;;45.5885415594, -0.0877285349114
16242;NANTEUIL EN VALLEE;16700;16;NANTEUIL EN VALLEE;18;MESSEUX;46.0168761938, 0.246377896211
16247;NONAVILLE;16120;16;NONAVILLE;9;;45.5885415594, -0.0877285349114
16250;ORGEDEUIL;16220;16;ORGEDEUIL;9;;45.6792233734, 0.507971273327
16268;POURSAC;16700;16;POURSAC;7;;46.0168761938, 0.246377896211
16286;ROUILLAC;16170;16;ROUILLAC;8;;45.7890325838, -0.0524231030464
16287;ROULLET ST ESTEPHE;16440;16;ROULLET ST ESTEPHE;18;;45.5763660352, 0.064435228401
16289;ROUSSINES;16310;16;ROUSSINES;9;;45.7776101174, 0.580262251026
16293;ST ADJUTORY;16310;16;ST ADJUTORY;11;;45.7776101174, 0.580262251026
16296;ST AMANT DE BONNIEURE;16230;16;ST AMANT DE BONNIEURE;21;;45.8751948402, 0.196573119721
16309;STE COLOMBE;16230;16;STE COLOMBE;11;;45.8751948402, 0.196573119721
16314;ST EUTROPE;16190;16;ST EUTROPE;10;;45.3950891717, 0.123283135588
16326;ST GROUX;16230;16;ST GROUX;8;;45.8751948402, 0.196573119721
16329;ST LAURENT DE CERIS;16450;16;ST LAURENT DE CERIS;19;;45.9168932329, 0.460927666406
16330;ST LAURENT DE COGNAC;16100;16;ST LAURENT DE COGNAC;20;;45.6930431054, -0.342281931836
16331;ST LAURENT DES COMBES;16480;16;ST LAURENT DES COMBES;21;;45.3370544203, -0.0749476623622
16335;ST MARTIN DU CLOCHER;16700;16;ST MARTIN DU CLOCHER;20;;46.0168761938, 0.246377896211
16356;ST SULPICE DE RUFFEC;16460;16;ST SULPICE DE RUFFEC;20;;45.9115644706, 0.269844042651
16358;ST YRIEIX SUR CHARENTE;16710;16;ST YRIEIX SUR CHARENTE;22;;45.6816336723, 0.12857222199
16363;SAULGOND;16420;16;SAULGOND;8;;45.9795586086, 0.838157166739
14646;ST PIERRE CANIVET;14700;14;ST PIERRE CANIVET;17;;48.8884175702, -0.214432827919
14648;ST PIERRE DES IFS;14100;14;ST PIERRE DES IFS;17;;49.1310255033, 0.259106150918
14652;ST PIERRE DU MONT;14450;14;ST PIERRE DU MONT;17;;49.3773022601, -1.01912663237
14654;ST PIERRE SUR DIVES;14170;14;ST PIERRE SUR DIVES;19;;48.9808309881, -0.0400174122505
14659;ST SYLVAIN;14190;14;ST SYLVAIN;10;;49.0218805149, -0.23188447049
14660;ST VAAST EN AUGE;14640;14;ST VAAST EN AUGE;16;;49.3070612081, -0.000385070160039
14664;SALLEN;14240;14;SALLEN;6;;49.1055577852, -0.781481644045
24109;LA CHAPELLE GRESIGNAC;24320;24;LA CHAPELLE GRESIGNAC;21;;45.3701841655, 0.369368345584
24126;COLOMBIER;24560;24;COLOMBIER;9;;44.7422356439, 0.603161629803
24129;CONDAT SUR TRINCOU;24530;24;CONDAT SUR TRINCOU;18;;45.4035871234, 0.722063725485
24133;LA COQUILLE;24450;24;LA COQUILLE;11;;45.5667064353, 0.957966162426
24154;DOUCHAPT;24350;24;DOUCHAPT;8;;45.2571179645, 0.530263240315
25111;CHALEZE;25220;25;CHALEZE;7;;47.2829032238, 6.12157333697
25120;CHANTRANS;25330;25;CHANTRANS;9;;47.0294541279, 6.08005639292
25127;CHARQUEMONT;25140;25;CHARQUEMONT;11;;47.193428851, 6.81794567647
25127;CHARQUEMONT;25140;25;CHARQUEMONT;11;LE BOULOIS;47.193428851, 6.81794567647
25132;CHATILLON GUYOTTE;25640;25;CHATILLON GUYOTTE;17;;47.3580396548, 6.210623361
25136;CHAUCENNE;25170;25;CHAUCENNE;9;;47.2664378485, 5.83042087003
25143;CHAY;25440;25;CHAY;4;;47.0721583091, 5.8981664934
25148;LA CHENALOTTE;25500;25;LA CHENALOTTE;13;;47.0643984957, 6.61022999847
25149;CHENECEY BUILLON;25440;25;CHENECEY BUILLON;16;;47.0721583091, 5.8981664934
25157;LA CLUSE ET MIJOUX;25300;25;LA CLUSE ET MIJOUX;18;;46.9029774848, 6.36411018856
25159;COLOMBIER FONTAINE;25260;25;COLOMBIER FONTAINE;18;;47.456571306, 6.67036104248
25166;COTEBRUNE;25360;25;COTEBRUNE;9;;47.2568575507, 6.29111857571
25174;COURTEFONTAINE;25470;25;COURTEFONTAINE;14;;47.2892156314, 6.92614012475
25188;DAMBENOIS;25600;25;DAMBENOIS;9;;47.5315026095, 6.85354062275
25189;DAMMARTIN LES TEMPLIERS;25110;25;DAMMARTIN LES TEMPLIERS;23;;47.3533733684, 6.36786795727
25196;DASLE;25230;25;DASLE;5;;47.458852927, 6.88062444955
25202;DOMPIERRE LES TILLEULS;25560;25;DOMPIERRE LES TILLEULS;22;;46.8660725266, 6.16436360021
25213;LES ECORCES;25140;25;LES ECORCES;11;;47.193428851, 6.81794567647
25217;EMAGNY;25170;25;EMAGNY;6;;47.2664378485, 5.83042087003
25223;ETERNOZ;25330;25;ETERNOZ;7;COULANS SUR LIZON;47.0294541279, 6.08005639292
25224;ETOUVANS;25260;25;ETOUVANS;8;;47.456571306, 6.67036104248
25225;ETRABONNE;25170;25;ETRABONNE;9;;47.2664378485, 5.83042087003
25230;EXINCOURT;25400;25;EXINCOURT;9;;47.488209741, 6.84586139131
25236;FERTANS;25330;25;FERTANS;7;;47.0294541279, 6.08005639292
25241;FLAGEY;25330;25;FLAGEY;6;;47.0294541279, 6.08005639292
25243;FLANGEBOUCHE;25390;25;FLANGEBOUCHE;12;;47.1343270529, 6.53620847764
25245;FONTAIN;25660;25;FONTAIN;7;;47.1989608697, 6.07740011363
25252;FOURCATIER ET MAISON NEUVE;25370;25;FOURCATIER ET MAISON NEUVE;26;;46.7616434428, 6.35855038214
25259;FRASNE;25560;25;FRASNE;6;;46.8660725266, 6.16436360021
25263;GELLIN;25240;25;GELLIN;6;;46.6706684626, 6.1692288203
25265;GENEUILLE;25870;25;GENEUILLE;9;;47.3323567525, 6.03683480624
25268;GERMEFONTAINE;25510;25;GERMEFONTAINE;13;;47.2224794337, 6.52128950586
25269;GERMONDANS;25640;25;GERMONDANS;10;;47.3580396548, 6.210623361
25271;GILLEY;25650;25;GILLEY;6;;47.0093520385, 6.45599520386
25274;GLAY;25310;25;GLAY;4;;47.402768368, 6.87562810437
25278;GONSANS;25360;25;GONSANS;7;;47.2568575507, 6.29111857571
25285;GRAND COMBE CHATELEU;25570;25;GRAND COMBE CHATELEU;20;;47.0162100758, 6.56050756599
25296;LES GRAS;25790;25;LES GRAS;8;;46.9877227671, 6.54041107345
25308;LES HOPITAUX VIEUX;25370;25;LES HOPITAUX VIEUX;18;;46.7616434428, 6.35855038214
25310;HUANNE MONTMARTIN;25680;25;HUANNE MONTMARTIN;17;;47.4550311949, 6.34612081479
25313;HYEVRE PAROISSE;25110;25;HYEVRE PAROISSE;15;;47.3533733684, 6.36786795727
25318;JOUGNE;25370;25;JOUGNE;6;;46.7616434428, 6.35855038214
25323;LAISSEY;25820;25;LAISSEY;7;;47.3002732154, 6.22746805322
25324;LANANS;25360;25;LANANS;6;;47.2568575507, 6.29111857571
25327;LANTHENANS;25250;25;LANTHENANS;10;;47.4567947325, 6.57616290514
25331;LAVANS VUILLAFANS;25580;25;LAVANS VUILLAFANS;17;;47.1244467282, 6.26910894266
25334;LEVIER;25270;25;LEVIER;6;GRANGES MAILLOT;46.9453479853, 6.08965158553
25336;LIESLE;25440;25;LIESLE;6;;47.0721583091, 5.8981664934
25345;LONGEVELLE SUR DOUBS;25260;25;LONGEVELLE SUR DOUBS;20;;47.456571306, 6.67036104248
25350;LOUGRES;25260;25;LOUGRES;7;;47.456571306, 6.67036104248
25351;LE LUHIER;25210;25;LE LUHIER;9;;47.1647409101, 6.70896109845
25366;MANCENANS LIZERNE;25120;25;MANCENANS LIZERNE;17;;47.2517789005, 6.78722407898
25367;MANDEURE;25350;25;MANDEURE;8;;47.4325059101, 6.81027856127
25368;MARCHAUX;25640;25;MARCHAUX;8;;47.3580396548, 6.210623361
25369;MARVELISE;25250;25;MARVELISE;9;;47.4567947325, 6.57616290514
25374;MERCEY LE GRAND;25410;25;MERCEY LE GRAND;15;;47.1860285519, 5.82335931135
25375;MEREY SOUS MONTROND;25660;25;MEREY SOUS MONTROND;19;;47.1989608697, 6.07740011363
25385;MONTAGNEY SERVIGNEY;25680;25;MONTAGNEY SERVIGNEY;19;;47.4550311949, 6.34612081479
25389;MONTBELIARDOT;25210;25;MONTBELIARDOT;13;;47.1647409101, 6.70896109845
25393;MONTECHEROUX;25190;25;MONTECHEROUX;12;;47.3299526188, 6.81205544169
25402;MONTJOIE LE CHATEAU;25190;25;MONTJOIE LE CHATEAU;19;;47.3299526188, 6.81205544169
25416;MYON;25440;25;MYON;4;;47.0721583091, 5.8981664934
25418;NANCRAY;25360;25;NANCRAY;7;;47.2568575507, 6.29111857571
25421;NARBIEF;25210;25;NARBIEF;7;;47.1647409101, 6.70896109845
25422;NEUCHATEL URTIERE;25150;25;NEUCHATEL URTIERE;17;;47.3948099665, 6.72943096547
25424;LES PREMIERS SAPINS;25580;25;LES PREMIERS SAPINS;19;HAUTEPIERRE LE CHATELET;47.1244467282, 6.26910894266
25427;NOIRONTE;25170;25;NOIRONTE;8;;47.2664378485, 5.83042087003
25433;ORGEANS BLANCHEFONTAINE;25120;25;ORGEANS BLANCHEFONTAINE;23;;47.2517789005, 6.78722407898
25434;ORNANS;25620;25;ORNANS;6;BONNEVAUX LE PRIEURE;47.1496172493, 6.14926775628
25438;OSSELLE ROUTELLE;25320;25;OSSELLE ROUTELLE;16;;47.1648681759, 5.89642830353
25438;OSSELLE ROUTELLE;25410;25;OSSELLE ROUTELLE;16;ROUTELLE;47.1860285519, 5.82335931135
25446;PASSAVANT;25360;25;PASSAVANT;9;;47.2568575507, 6.29111857571
25463;PONT DE ROIDE VERMONDANS;25150;25;PONT DE ROIDE VERMONDANS;24;;47.3948099665, 6.72943096547
25468;POULIGNEY LUSANS;25640;25;POULIGNEY LUSANS;16;;47.3580396548, 6.210623361
25469;PRESENTEVILLERS;25550;25;PRESENTEVILLERS;15;;47.5134023516, 6.72872388937
25482;RECOLOGNE;25170;25;RECOLOGNE;9;;47.2664378485, 5.83042087003
25498;ROGNON;25680;25;ROGNON;6;;47.4550311949, 6.34612081479
25505;ROUGEMONT;25680;25;ROUGEMONT;9;;47.4550311949, 6.34612081479
25520;ST JUAN;25360;25;ST JUAN;7;;47.2568575507, 6.29111857571
25522;ST JULIEN LES RUSSEY;25210;25;ST JULIEN LES RUSSEY;20;;47.1647409101, 6.70896109845
25524;ST MAURICE COLOMBIER;25260;25;ST MAURICE COLOMBIER;20;COLOMBIER CHATELOT;47.456571306, 6.67036104248
25526;STE SUZANNE;25630;25;STE SUZANNE;11;;47.5088322071, 6.76860220893
25536;SAUVAGNEY;25170;25;SAUVAGNEY;9;;47.2664378485, 5.83042087003
25538;SECHIN;25110;25;SECHIN;6;;47.3533733684, 6.36786795727
25546;SILLEY BLEFOND;25110;25;SILLEY BLEFOND;14;;47.3533733684, 6.36786795727
25548;SOLEMONT;25190;25;SOLEMONT;8;;47.3299526188, 6.81205544169
25551;SOULCE CERNAY;25190;25;SOULCE CERNAY;13;;47.3299526188, 6.81205544169
25557;TALLENAY;25870;25;TALLENAY;8;;47.3323567525, 6.03683480624
52524;VIGNORY;52320;52;VIGNORY;7;;48.287832359, 5.09541662675
52526;VILLARS SANTENOGE;52160;52;VILLARS SANTENOGE;17;SANTENOGE;47.7671949193, 5.06657816053
52541;VITRY LES NOGENT;52800;52;VITRY LES NOGENT;16;;48.0321546961, 5.30922833367
51052;BERRU;51420;51;BERRU;5;;49.2697568482, 4.13175123605
51055;BETHENY;51450;51;BETHENY;7;;49.2957748213, 4.06017274114
51059;BIGNICOURT SUR MARNE;51300;51;BIGNICOURT SUR MARNE;20;;48.7342948519, 4.60628252938
51305;JANVRY;51390;51;JANVRY;6;;49.2281293671, 3.89686602113
51307;JONCHERY SUR SUIPPE;51600;51;JONCHERY SUR SUIPPE;19;;49.1559499473, 4.54293058803
51309;JONQUERY;51700;51;JONQUERY;8;;49.0741079676, 3.71485064458
51404;NOIRLIEU;51330;51;NOIRLIEU;8;;48.9239611748, 4.83138299051
51429;PEVY;51140;51;PEVY;4;;49.3054268397, 3.83301253147
51433;PLICHANCOURT;51300;51;PLICHANCOURT;12;;48.7342948519, 4.60628252938
51439;POMACLE;51110;51;POMACLE;7;;49.3507199437, 4.15914850255
51440;PONTFAVERGER MORONVILLIERS;51490;51;PONTFAVERGER MORONVILLIERS;26;;49.2685072605, 4.31059829829
51442;POSSESSE;51330;51;POSSESSE;8;;48.9239611748, 4.83138299051
51485;ST HILAIRE AU TEMPLE;51400;51;ST HILAIRE AU TEMPLE;20;;49.1183553439, 4.34139173225
51487;ST HILAIRE LE PETIT;51490;51;ST HILAIRE LE PETIT;19;;49.2685072605, 4.31059829829
51497;ST LUMIER LA POPULEUSE;51340;51;ST LUMIER LA POPULEUSE;22;;48.7580007478, 4.83466353894
51499;ST MARD LES ROUFFY;51130;51;ST MARD LES ROUFFY;18;;48.8827840053, 4.0351549525
51504;ST MARTIN SUR LE PRE;51520;51;ST MARTIN SUR LE PRE;20;;48.9826382604, 4.36070920817
51511;ST QUENTIN LE VERGER;51120;51;ST QUENTIN LE VERGER;20;;48.7149745875, 3.71343750718
51512;ST QUENTIN SUR COOLE;51240;51;ST QUENTIN SUR COOLE;20;;48.8713241468, 4.48928355914
51514;ST REMY SOUS BROYES;51120;51;ST REMY SOUS BROYES;19;;48.7149745875, 3.71343750718
51516;ST SATURNIN;51260;51;ST SATURNIN;11;;48.5866624958, 3.75739631209
51608;VERNANCOURT;51330;51;VERNANCOURT;11;;48.9239611748, 4.83138299051
52047;BEURVILLE;52110;52;BEURVILLE;9;;48.3635578917, 4.93134168199
52061;BOURDONS SUR ROGNON;52700;52;BOURDONS SUR ROGNON;19;;48.2458514312, 5.38109938015
52069;BRAUX LE CHATEL;52120;52;BRAUX LE CHATEL;15;;48.0490446156, 4.88638529419
52093;CHALINDREY;52600;52;CHALINDREY;10;;47.7926178231, 5.43469720671
52101;CHAMPIGNEULLES EN BASSIGNY;52150;52;CHAMPIGNEULLES EN BASSIGNY;26;;48.1917177947, 5.60510608882
52106;CHANOY;52260;52;CHANOY;6;;47.9429449859, 5.2580157459
52108;CHARMES;52360;52;CHARMES;7;;47.9125415495, 5.45916596771
52113;CHASSIGNY;52190;52;CHASSIGNY;9;;47.6848375764, 5.28767145229
52114;CHATEAUVILLAIN;52120;52;CHATEAUVILLAIN;14;;48.0490446156, 4.88638529419
52114;CHATEAUVILLAIN;52120;52;CHATEAUVILLAIN;14;MARMESSE;48.0490446156, 4.88638529419
52119;CHAUDENAY;52600;52;CHAUDENAY;9;;47.7926178231, 5.43469720671
52121;CHAUMONT;52000;52;CHAUMONT;8;;48.0957359337, 5.13646133401
52121;CHAUMONT;52000;52;CHAUMONT;8;BROTTES;48.0957359337, 5.13646133401
52122;CHAUMONT LA VILLE;52150;52;CHAUMONT LA VILLE;17;;48.1917177947, 5.60510608882
52124;CHEZEAUX;52400;52;CHEZEAUX;8;;47.9435382189, 5.71676869059
52126;CHOILLEY DARDENAY;52190;52;CHOILLEY DARDENAY;17;DARDENAY;47.6848375764, 5.28767145229
52130;CIRFONTAINES EN AZOIS;52370;52;CIRFONTAINES EN AZOIS;21;;48.1346812321, 4.86216753048
52132;CLEFMONT;52240;52;CLEFMONT;8;;48.0703177579, 5.52769658592
52136;COIFFY LE HAUT;52400;52;COIFFY LE HAUT;14;;47.9435382189, 5.71676869059
52140;COLOMBEY LES DEUX EGLISES;52330;52;COLOMBEY LES DEUX EGLISES;25;HARRICOURT;48.2048643897, 4.94792776969
52140;COLOMBEY LES DEUX EGLISES;52330;52;COLOMBEY LES DEUX EGLISES;25;PRATZ;48.2048643897, 4.94792776969
52142;CONSIGNY;52700;52;CONSIGNY;8;;48.2458514312, 5.38109938015
52167;DARMANNES;52700;52;DARMANNES;9;;48.2458514312, 5.38109938015
52170;DOMMARIEN;52190;52;DOMMARIEN;9;;47.6848375764, 5.28767145229
52177;DOULAINCOURT SAUCOURT;52270;52;DOULAINCOURT SAUCOURT;21;;48.329589946, 5.25765158251
52177;DOULAINCOURT SAUCOURT;52270;52;DOULAINCOURT SAUCOURT;21;SAUCOURT SUR ROGNON;48.329589946, 5.25765158251
52182;ECLARON BRAUCOURT STE LIVIERE;52290;52;ECLARON BRAUCOURT STE LIVIERE;29;STE LIVIERE;48.5761520145, 4.85527369999
52185;ENFONVELLE;52400;52;ENFONVELLE;10;;47.9435382189, 5.71676869059
52187;EPIZON;52270;52;EPIZON;6;PAUTAINES;48.329589946, 5.25765158251
52189;LE VAL D ESNOMS;52190;52;LE VAL D ESNOMS;15;;47.6848375764, 5.28767145229
52193;EUFFIGNEIX;52000;52;EUFFIGNEIX;10;;48.0957359337, 5.13646133401
52195;FARINCOURT;52500;52;FARINCOURT;10;;47.7590950974, 5.58361312095
52197;FAYL BILLOT;52500;52;FAYL BILLOT;11;CHARMOY;47.7590950974, 5.58361312095
52262;LAMOTHE EN BLAISY;52330;52;LAMOTHE EN BLAISY;17;;48.2048643897, 4.94792776969
52269;LANGRES;52200;52;LANGRES;7;;47.8591837688, 5.27130634818
52269;LANGRES;52200;52;LANGRES;7;CORLEE;47.8591837688, 5.27130634818
52287;LEVECOURT;52150;52;LEVECOURT;9;;48.1917177947, 5.60510608882
52288;LEZEVILLE;52230;52;LEZEVILLE;9;;48.4233848371, 5.31749003055
52288;LEZEVILLE;52230;52;LEZEVILLE;9;HARMEVILLE;48.4233848371, 5.31749003055
52298;MAATZ;52500;52;MAATZ;5;;47.7590950974, 5.58361312095
52302;MAIZIERES;52300;52;MAIZIERES;9;;48.4374713855, 5.14251151909
52312;MARDOR;52200;52;MARDOR;6;;47.8591837688, 5.27130634818
52319;MENNOUVEAUX;52240;52;MENNOUVEAUX;11;;48.0703177579, 5.52769658592
52328;MONTCHARVOT;52400;52;MONTCHARVOT;11;;47.9435382189, 5.71676869059
52332;VAL DE MEUSE;52140;52;VAL DE MEUSE;12;LECOURT;47.9980544198, 5.51712697387
52354;NOIDANT CHATENOY;52600;52;NOIDANT CHATENOY;16;;47.7926178231, 5.43469720671
52359;NULLY;52110;52;NULLY;5;;48.3635578917, 4.93134168199
52371;OUDINCOURT;52310;52;OUDINCOURT;10;;48.2108562649, 5.11797313893
52405;LE MONTSAUGEONNAIS;52190;52;LE MONTSAUGEONNAIS;18;MONTSAUGEON;47.6848375764, 5.28767145229
52500;VALCOURT;52100;52;VALCOURT;8;;48.6465589409, 4.91218675887
52526;VILLARS SANTENOGE;52160;52;VILLARS SANTENOGE;17;;47.7671949193, 5.06657816053
52529;VILLEGUSIEN LE LAC;52190;52;VILLEGUSIEN LE LAC;18;PRANGEY;47.6848375764, 5.28767145229
52534;VILLIERS EN LIEU;52100;52;VILLIERS EN LIEU;16;;48.6465589409, 4.91218675887
52549;VRONCOURT LA COTE;52240;52;VRONCOURT LA COTE;17;;48.0703177579, 5.52769658592
50159;DANGY;50750;50;DANGY;5;;49.0496336445, -1.17517736978
50167;DRAGEY RONTHON;50530;50;DRAGEY RONTHON;14;;48.7283863786, -1.45989829146
50168;DUCEY LES CHERIS;50220;50;DUCEY LES CHERIS;16;LES CHERIS;48.63048639, -1.31317304025
50187;FLOTTEMANVILLE HAGUE;50690;50;FLOTTEMANVILLE HAGUE;20;;49.5875687097, -1.69180560316
50188;FOLLIGNY;50320;50;FOLLIGNY;8;LA BESLIERE;48.8090574287, -1.40357564145
50193;LE FRESNE PORET;50850;50;LE FRESNE PORET;15;;48.6787910778, -0.807041651633
50196;GATTEVILLE LE PHARE;50760;50;GATTEVILLE LE PHARE;19;;49.6491008293, -1.28632343012
50207;GOLLEVILLE;50390;50;GOLLEVILLE;10;;49.4011189939, -1.55264121465
50210;GORGES;50190;50;GORGES;6;;49.2025201016, -1.39201164868
50218;GRANVILLE;50400;50;GRANVILLE;9;ILES CHAUSEY;48.8338992843, -1.53304864714
50223;GUEHEBERT;50210;50;GUEHEBERT;9;;49.0159206209, -1.31685679946
50229;HAMELIN;50730;50;HAMELIN;7;;48.5520322078, -1.12375344809
50230;HARDINVAST;50690;50;HARDINVAST;10;;49.5875687097, -1.69180560316
50410;PONTORSON;50170;50;PONTORSON;9;BOUCEY;48.5681356237, -1.47762368689
50425;RAUVILLE LA BIGOT;50260;50;RAUVILLE LA BIGOT;17;;49.4933087231, -1.61334140824
50435;ROCHEVILLE;50260;50;ROCHEVILLE;10;;49.4933087231, -1.61334140824
50445;ST ANDRE DE BOHON;50500;50;ST ANDRE DE BOHON;17;;49.2869249451, -1.26541021444
50484;ST HILAIRE DU HARCOUET;50600;50;ST HILAIRE DU HARCOUET;22;;48.5703711319, -1.06754299241
50485;ST HILAIRE PETITVILLE;50500;50;ST HILAIRE PETITVILLE;21;;49.2869249451, -1.26541021444
50486;ST JACQUES DE NEHOU;50390;50;ST JACQUES DE NEHOU;19;;49.4011189939, -1.55264121465
50491;ST JEAN DE SAVIGNY;50680;50;ST JEAN DE SAVIGNY;18;;49.1779499072, -1.00945991338
34010;ANIANE;34150;34;ANIANE;6;;43.6986271802, 3.57053761185
34016;AUMELAS;34230;34;AUMELAS;7;;43.5651303893, 3.55082158149
34018;AUTIGNAC;34480;34;AUTIGNAC;8;;43.4960221015, 3.19224438296
34019;AVENE;34260;34;AVENE;5;;43.727259517, 3.11419673738
34027;BEAULIEU;34160;34;BEAULIEU;8;;43.740816453, 3.99847241557
34040;BRENAS;34650;34;BRENAS;6;;43.7331097591, 3.20531974015
34043;BUZIGNARGUES;34160;34;BUZIGNARGUES;12;;43.740816453, 3.99847241557
34048;CAMPAGNE;34160;34;CAMPAGNE;8;;43.740816453, 3.99847241557
34054;CASSAGNOLES;34210;34;CASSAGNOLES;11;;43.3496207888, 2.69697045864
34061;CAUSSES ET VEYRAN;34490;34;CAUSSES ET VEYRAN;17;;43.4586544373, 3.12933342616
34072;CELLES;34700;34;CELLES;6;;43.7450519373, 3.34675760594
34086;COURNIOU;34220;34;COURNIOU;8;;43.4664315747, 2.74099139617
34098;FERRALS LES MONTAGNES;34210;34;FERRALS LES MONTAGNES;21;;43.3496207888, 2.69697045864
34104;FOS;34320;34;FOS;3;;43.5357812562, 3.31030858131
34107;FRAISSE SUR AGOUT;34330;34;FRAISSE SUR AGOUT;17;;43.5945013819, 2.75693691265
34111;GANGES;34190;34;GANGES;6;;43.8815462048, 3.66184975759
34120;JACOU;34830;34;JACOU;5;;43.6624822527, 3.89381826906
34127;LANSARGUES;34130;34;LANSARGUES;10;;43.6110613982, 4.02001857853
34142;LODEVE;34700;34;LODEVE;6;;43.7450519373, 3.34675760594
34147;MAGALAS;34480;34;MAGALAS;7;;43.4960221015, 3.19224438296
35314;ST SULIAC;35430;35;ST SULIAC;9;;48.5817595804, -1.93661188618
35316;ST SULPICE DES LANDES;35390;35;ST SULPICE DES LANDES;21;;47.7452832885, -1.72261713686
35330;TAILLIS;35500;35;TAILLIS;7;;48.1379500219, -1.18967633212
35332;TEILLAY;35620;35;TEILLAY;7;;47.8136960211, -1.5585601765
35336;LE TIERCENT;35460;35;LE TIERCENT;11;;48.4182189564, -1.388463014
35337;TINTENIAC;35190;35;TINTENIAC;9;;48.3291947532, -1.88500769745
35351;LE VERGER;35160;35;LE VERGER;9;;48.0975671546, -1.94600681697
35353;VEZIN LE COQUET;35132;35;VEZIN LE COQUET;15;;48.1177261674, -1.74902615874
35355;VIEUX VY SUR COUESNON;35490;35;VIEUX VY SUR COUESNON;21;;48.3344573886, -1.51403943231
35358;LA VILLE ES NONAIS;35430;35;LA VILLE ES NONAIS;18;;48.5817595804, -1.93661188618
36009;ARTHON;36330;36;ARTHON;6;;46.7140693988, 1.6861822855
36021;LES BORDES;36100;36;LES BORDES;10;;46.9136389585, 1.94621572465
36029;BUXEUIL;36150;36;BUXEUIL;7;;47.0676176458, 1.79667338004
36030;BUXIERES D AILLAC;36230;36;BUXIERES D AILLAC;17;;46.6050332155, 1.83794462668
36031;BUZANCAIS;36500;36;BUZANCAIS;9;;46.8581926668, 1.40600299208
36042;CHASSENEUIL;36800;36;CHASSENEUIL;11;;46.6443366234, 1.38125617039
33185;GENISSAC;33420;33;GENISSAC;8;;44.8153899844, -0.202738807758
33193;GRAYAN ET L HOPITAL;33590;33;GRAYAN ET L HOPITAL;19;;45.4294331606, -1.04372430811
36052;CHOUDAY;36100;36;CHOUDAY;7;;46.9136389585, 1.94621572465
36061;CROZON SUR VAUVRE;36140;36;CROZON SUR VAUVRE;17;;46.4665714493, 1.83368688617
36065;DIOU;36260;36;DIOU;4;;47.0476254931, 1.98508496225
36082;GEHEE;36240;36;GEHEE;5;;47.0498995034, 1.38071317224
36089;JEU LES BOIS;36120;36;JEU LES BOIS;12;;46.7523359332, 1.90872757852
36092;LANGE;36600;36;LANGE;5;;47.1568919133, 1.52426056612
36101;LUANT;36350;36;LUANT;5;;46.720531376, 1.54304656727
36104;LURAIS;36220;36;LURAIS;6;;46.7243589568, 1.00461794706
36134;MOUHET;36170;36;MOUHET;6;;46.4602906309, 1.42619618028
37019;BARROU;37350;37;BARROU;6;;46.9281157121, 0.848481181713
37026;BETZ LE CHATEAU;37600;37;BETZ LE CHATEAU;15;;47.0649257863, 1.01165256917
37028;BOSSAY SUR CLAISE;37290;37;BOSSAY SUR CLAISE;17;;46.8377885958, 0.932244721913
37042;CANDES ST MARTIN;37500;37;CANDES ST MARTIN;16;;47.1545916278, 0.232944754447
37043;CANGEY;37530;37;CANGEY;6;;47.4512966922, 1.02080804038
37046;CERE LA RONDE;37460;37;CERE LA RONDE;13;;47.1615874843, 1.21084178174
37049;CHAMBOURG SUR INDRE;37310;37;CHAMBOURG SUR INDRE;19;;47.2139042851, 0.930506267461
37054;CHANCEAUX SUR CHOISILLE;37390;37;CHANCEAUX SUR CHOISILLE;23;;47.4694121661, 0.658891843594
37055;CHANNAY SUR LATHAN;37330;37;CHANNAY SUR LATHAN;18;;47.5287774633, 0.309799495335
37062;CHATEAU LA VALLIERE;37330;37;CHATEAU LA VALLIERE;19;;47.5287774633, 0.309799495335
37070;CHENONCEAUX;37150;37;CHENONCEAUX;11;;47.3095823031, 1.04140977121
37071;CHEZELLES;37220;37;CHEZELLES;9;;47.1270963382, 0.442126632207
37081;CLERE LES PINS;37340;37;CLERE LES PINS;14;;47.4193437304, 0.31228051431
37082;CONTINVOIR;37340;37;CONTINVOIR;10;;47.4193437304, 0.31228051431
37090;CRISSAY SUR MANSE;37220;37;CRISSAY SUR MANSE;17;;47.1270963382, 0.442126632207
37092;CROTELLES;37380;37;CROTELLES;9;;47.5261492712, 0.803507929992
37095;DAME MARIE LES BOIS;37110;37;DAME MARIE LES BOIS;19;;47.5924450124, 0.89247386979
37105;FAYE LA VINEUSE;37120;37;FAYE LA VINEUSE;15;;47.0140826731, 0.387121716684
37106;LA FERRIERE;37110;37;LA FERRIERE;11;;47.5924450124, 0.89247386979
37114;LA GUERCHE;37350;37;LA GUERCHE;10;;46.9281157121, 0.848481181713
